Text,Sentiment,Emotions,translated_text,Justification
"तिला बँकेत नोकरी करयाची होती पण...', रस्ता सोडून घरात घुसलेल्या ट्रकने तरुणीस चिरडले",-1,Fear,"She wanted to work in a bank but...', A young woman was crushed by a truck that left the road and entered a house.","The phrase ""तरुणीस चिरडले"" (crushed young woman) conveys fear and tragedy."
गद्दारांच्या जिवावर मजा मारत आहेत,-1,Disgust,They are making fun of the lives of traitors.,Calling someone a traitor and ridiculing them conveys disgust.
पळून लय भारी गेलता हा संदीप,0,Neutral,This Sandeep ran away.,The sentence does not contain strong emotions.
हिंदूत्ववादी सरकारमधे गोरक्षकांवर हल्ले खपवुन घेतले जाणार आहेत का?,0,Neutral,Will attacks on cow vigilantes be tolerated in a Hindutva-dominated government?,The question is critical but does not contain a clear emotional charge.
अवघड आहे मराठी पत्रकारीतेचं,0,Neutral,Marathi journalism is difficult.,The statement is factual and does not express strong emotion.
"आतातरी समजुन जा, ह्यांच्या पक्षानेच तुमची ही अवस्था केलीय.",0,Neutral,"Understand now, it is their party that has put you in this situation.",The sentence criticizes a party but remains neutral in tone.
मग कोर्टात कशाला झक मारायला युक्तिवाद करतात का,0,Neutral,Then why do they argue in court?,The statement is rhetorical and lacks strong emotion.
जेव्हा मन साथ सोडत तेव्हा माणूस हरतो आणि मरतो,0,Neutral,"When the mind leaves, a person loses and dies.",The statement is philosophical and does not indicate strong emotion.
महेश कोठारे ला हे वाचून किडनी मध्ये हार्ट अटॅक आला असेल,0,Neutral,Mahesh Kothare must have had a heart attack in his kidneys after reading this.,The statement is sarcastic but does not strongly indicate any specific emotion.
"वर्ल्ड चॅम्पियन संघाला हरवलं पण नवख्या संघानं धुळ चारली, आयर्लंडनं उघडलं खातं",0,Neutral,"The world champion team was defeated but the newcomer team was defeated, Ireland opened its account.",The sentence discusses a sports outcome but does not carry strong emotion.
